検査日,2019/02/12
開始時刻,8:05:00,終了時刻,9:26:38
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],833.9
検査開始位置[mm],258.1,検査終了位置[mm],1092.0
列数,2
周長[mm],550.0,2逓倍,0
検査距離[m],8505.4
照明設定,No.1,ON ,55,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,内部
欠点検出数,717
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
198,5,284.9,291.4, 3.2,重欠点,-,,
199,5,284.9,291.9, 2.8,重欠点,-,,
200,5,284.9,292.3, 3.5,重欠点,-,,
201,2,1055.1,300.7, 1.6,軽欠点,-,,
202,5,316.9,301.0, 1.5,軽欠点,-,,
203,5,788.5,301.5, 2.8,重欠点,-,,
204,5,788.5,301.9, 3.9,重欠点,-,,
205,2,444.9,304.8, 1.2,軽欠点,-,,
206,5,799.1,304.8, 2.4,重欠点,-,,
207,5,799.1,305.3, 2.9,重欠点,-,,
208,2,540.9,306.9, 1.6,中欠点,-,,
209,5,327.6,307.2, 3.7,重欠点,-,,
210,5,327.6,307.7, 4.0,重欠点,-,,
211,5,327.6,308.2, 5.1,重欠点,-,,
212,1,905.8,309.8, 1.6,中欠点,-,,
213,5,799.1,310.1, 3.1,重欠点,-,,
214,5,799.1,310.6, 6.1,重欠点,-,,
215,5,767.1,311.1, 3.4,重欠点,-,,
216,2,551.5,312.6, 1.6,軽欠点,-,,
217,5,756.5,313.0, 4.5,重欠点,-,,
218,5,756.5,313.5, 6.7,重欠点,-,,
219,5,756.5,313.9, 7.3,重欠点,-,,
220,2,562.2,318.2, 1.2,軽欠点,-,,
221,1,551.5,319.8, 1.3,軽欠点,-,,
222,5,338.3,320.2, 3.7,重欠点,-,,
223,5,327.6,320.7, 3.8,重欠点,-,,
224,5,306.3,321.1, 4.4,重欠点,-,,
225,3,466.2,326.1, 1.3,軽欠点,-,,
226,5,348.9,326.4, 3.3,重欠点,-,,
227,1,327.6,327.4, 1.7,中欠点,-,,
228,5,306.3,327.9, 2.2,中欠点,-,,
229,5,316.9,328.3, 4.3,重欠点,-,,
230,5,316.9,328.8, 4.5,重欠点,-,,
231,1,466.2,330.2, 1.8,軽欠点,-,,
232,5,306.3,330.3, 3.5,重欠点,-,,
233,5,295.6,330.7, 2.8,重欠点,-,,
234,5,295.6,331.2, 3.6,重欠点,-,,
235,1,540.9,332.3, 2.5,重欠点,-,,
236,5,359.6,332.7, 2.2,重欠点,-,,
237,5,359.6,333.1, 3.0,重欠点,-,,
238,5,359.6,333.6, 3.5,重欠点,-,,
239,2,905.8,340.4, 1.3,軽欠点,-,,
240,5,777.8,340.8, 3.4,重欠点,-,,
241,5,767.1,341.3, 2.2,重欠点,-,,
242,5,745.8,341.8, 2.2,重欠点,-,,
243,1,540.9,344.2, 1.7,中欠点,-,,
244,5,380.9,344.7, 2.9,重欠点,-,,
245,5,370.2,345.2, 4.4,重欠点,-,,
246,5,370.2,345.6, 4.9,重欠点,-,,
247,3,562.2,349.8, 1.8,軽欠点,-,,
248,5,799.1,350.0, 2.6,重欠点,-,,
249,5,745.8,350.4, 2.6,重欠点,-,,
250,5,745.8,350.9, 3.2,重欠点,-,,
251,1,540.9,356.0, 2.4,重欠点,-,,
252,5,316.9,356.2, 3.2,重欠点,-,,
253,5,316.9,356.7, 3.0,重欠点,-,,
254,5,316.9,357.2, 3.1,重欠点,-,,
255,1,466.2,362.7, 2.0,軽欠点,-,,
256,5,316.9,362.9, 3.2,重欠点,-,,
257,5,316.9,363.4, 3.1,重欠点,-,,
258,5,316.9,363.9, 3.4,重欠点,-,,
259,1,1012.4,364.4, 1.3,軽欠点,-,,
260,5,745.8,364.8, 5.8,重欠点,-,,
261,5,745.8,365.3, 3.2,重欠点,-,,
262,5,745.8,365.8, 3.8,重欠点,-,,
263,1,551.5,368.0, 1.2,軽欠点,-,,
264,5,316.9,368.2, 3.8,重欠点,-,,
265,5,316.9,368.7, 4.4,重欠点,-,,
266,5,316.9,369.2, 3.3,重欠点,-,,
267,2,466.2,380.0, 2.0,軽欠点,-,,
268,5,316.9,380.2, 2.1,重欠点,-,,
269,5,316.9,380.7, 3.0,重欠点,-,,
270,5,316.9,381.2, 4.1,重欠点,-,,
271,2,980.4,384.3, 1.5,軽欠点,-,,
272,5,306.3,384.5, 2.6,重欠点,-,,
273,5,284.9,385.5, 2.2,重欠点,-,,
274,5,788.5,386.0, 4.3,重欠点,-,,
275,5,348.9,386.4, 3.1,重欠点,-,,
276,5,455.6,386.9, 4.1,重欠点,-,,
277,5,713.8,388.4, 2.5,重欠点,-,,
278,5,735.2,388.9, 3.9,重欠点,-,,
279,5,713.8,389.3, 6.4,重欠点,-,,
280,5,713.8,390.3, 3.8,重欠点,-,,
281,5,713.8,390.8, 6.6,重欠点,-,,
282,5,713.8,391.3, 8.2,重欠点,-,,
283,5,713.8,391.7,10.0,重欠点,-,,
284,5,713.8,392.2, 3.6,重欠点,-,,
285,5,713.8,392.7, 5.2,重欠点,-,,
286,5,713.8,393.2, 6.5,重欠点,-,,
287,5,713.8,393.7, 7.8,重欠点,-,,
288,5,788.5,394.2, 3.4,重欠点,-,,
289,5,713.8,394.6, 4.9,重欠点,-,,
290,5,820.5,395.1, 5.5,重欠点,-,,
291,5,745.8,395.6, 7.6,重欠点,-,,
292,5,745.8,396.1, 3.1,重欠点,-,,
293,5,713.8,396.6, 4.5,重欠点,-,,
294,5,713.8,397.0, 4.6,重欠点,-,,
295,5,713.8,397.5, 4.6,重欠点,-,,
296,5,777.8,398.0, 6.4,重欠点,-,,
297,5,756.5,398.5, 4.2,重欠点,-,,
298,5,756.5,399.0, 4.7,重欠点,-,,
299,5,735.2,399.5, 5.2,重欠点,-,,
300,5,745.8,399.9, 5.2,重欠点,-,,
301,5,724.5,400.4, 7.7,重欠点,-,,
302,5,724.5,400.9, 9.2,重欠点,-,,
303,5,745.8,401.4,10.6,重欠点,-,,
304,5,735.2,401.9, 3.7,重欠点,-,,
305,5,767.1,402.4, 4.2,重欠点,-,,
306,5,756.5,402.8, 5.3,重欠点,-,,
307,5,316.9,403.3, 8.9,重欠点,-,,
308,5,767.1,403.8, 4.8,重欠点,-,,
309,5,735.2,404.3, 2.3,重欠点,-,,
310,5,306.3,404.8, 4.5,重欠点,-,,
311,5,756.5,405.2, 2.6,重欠点,-,,
312,5,756.5,405.7, 3.5,重欠点,-,,
313,5,756.5,406.2, 4.3,重欠点,-,,
314,5,767.1,406.7, 4.4,重欠点,-,,
315,5,756.5,407.2, 3.0,重欠点,-,,
316,5,745.8,407.7, 2.8,重欠点,-,,
317,5,745.8,408.1, 3.2,重欠点,-,,
318,5,799.1,408.6, 5.5,重欠点,-,,
319,5,799.1,409.1, 7.7,重欠点,-,,
320,5,327.6,409.6, 4.3,重欠点,-,,
321,5,799.1,410.1, 6.0,重欠点,-,,
322,5,745.8,410.6, 6.9,重欠点,-,,
323,5,745.8,411.0, 7.0,重欠点,-,,
324,5,756.5,411.5, 2.4,重欠点,-,,
325,5,756.5,412.0, 4.7,重欠点,-,,
326,5,756.5,412.5, 4.2,重欠点,-,,
327,5,745.8,413.0, 2.7,重欠点,-,,
328,5,756.5,413.4, 6.9,重欠点,-,,
329,5,756.5,413.9, 5.2,重欠点,-,,
330,5,756.5,414.4, 5.5,重欠点,-,,
331,5,745.8,414.9, 5.9,重欠点,-,,
332,5,756.5,415.4, 2.9,重欠点,-,,
333,5,745.8,415.9, 4.4,重欠点,-,,
334,5,745.8,416.3, 2.6,重欠点,-,,
335,5,745.8,416.8, 3.1,重欠点,-,,
336,5,306.3,417.3, 4.3,重欠点,-,,
337,5,745.8,417.8, 2.6,重欠点,-,,
338,5,777.8,418.3, 4.8,重欠点,-,,
339,5,306.3,418.8, 5.3,重欠点,-,,
340,5,724.5,419.2, 3.1,重欠点,-,,
341,5,713.8,419.7, 3.1,重欠点,-,,
342,5,820.5,420.2, 4.4,重欠点,-,,
343,5,370.2,420.7, 2.1,重欠点,-,,
344,5,316.9,421.2, 4.4,重欠点,-,,
345,5,788.5,421.6, 6.9,重欠点,-,,
346,5,788.5,422.1, 8.6,重欠点,-,,
347,5,788.5,422.6,10.4,重欠点,-,,
348,5,788.5,423.1, 3.5,重欠点,-,,
349,5,713.8,423.6, 3.9,重欠点,-,,
350,5,713.8,424.1, 3.9,重欠点,-,,
351,5,724.5,424.5, 5.2,重欠点,-,,
352,5,713.8,425.0, 3.8,重欠点,-,,
353,5,713.8,425.5, 6.8,重欠点,-,,
354,5,735.2,426.0, 8.5,重欠点,-,,
355,5,745.8,426.5,10.2,重欠点,-,,
356,5,713.8,427.0, 3.8,重欠点,-,,
357,5,713.8,427.4, 6.5,重欠点,-,,
358,5,713.8,427.9, 8.5,重欠点,-,,
359,5,713.8,428.4, 8.8,重欠点,-,,
360,5,327.6,428.9, 3.0,重欠点,-,,
361,5,402.2,429.4, 5.0,重欠点,-,,
362,5,359.6,429.8, 5.6,重欠点,-,,
363,5,799.1,430.3, 8.2,重欠点,-,,
364,5,713.8,430.8, 3.1,重欠点,-,,
365,5,756.5,431.3, 3.4,重欠点,-,,
366,5,735.2,431.8, 6.3,重欠点,-,,
367,5,724.5,432.3, 7.3,重欠点,-,,
368,5,767.1,432.7, 5.0,重欠点,-,,
369,5,756.5,433.2, 3.6,重欠点,-,,
370,5,756.5,433.7, 4.3,重欠点,-,,
371,5,756.5,434.2, 5.3,重欠点,-,,
372,5,735.2,434.7, 4.8,重欠点,-,,
373,5,735.2,435.2, 3.9,重欠点,-,,
374,5,735.2,435.6, 3.8,重欠点,-,,
375,5,724.5,436.1,10.5,重欠点,-,,
376,5,745.8,436.6, 4.5,重欠点,-,,
377,5,724.5,437.1, 6.6,重欠点,-,,
378,5,735.2,437.6, 7.5,重欠点,-,,
379,5,735.2,438.0, 8.3,重欠点,-,,
380,5,745.8,438.5, 3.6,重欠点,-,,
381,5,745.8,439.0, 5.2,重欠点,-,,
382,5,735.2,439.5, 5.6,重欠点,-,,
383,5,735.2,440.0, 3.4,重欠点,-,,
384,5,788.5,440.5, 4.4,重欠点,-,,
385,5,756.5,440.9, 3.0,重欠点,-,,
386,5,756.5,441.4, 4.6,重欠点,-,,
387,5,316.9,441.9, 2.6,重欠点,-,,
388,5,767.1,442.4, 4.6,重欠点,-,,
389,5,756.5,442.9, 3.3,重欠点,-,,
390,5,745.8,443.4, 3.5,重欠点,-,,
391,5,745.8,443.8, 3.3,重欠点,-,,
392,5,799.1,444.3, 5.6,重欠点,-,,
393,5,777.8,444.8, 7.4,重欠点,-,,
394,5,756.5,445.3, 8.1,重欠点,-,,
395,5,756.5,445.8, 8.6,重欠点,-,,
396,5,745.8,446.2, 2.7,重欠点,-,,
397,5,745.8,446.7, 2.7,重欠点,-,,
398,5,745.8,447.2, 4.4,重欠点,-,,
399,5,745.8,447.7, 2.7,重欠点,-,,
400,5,316.9,448.2, 3.5,重欠点,-,,
401,5,745.8,448.7, 4.2,重欠点,-,,
402,5,745.8,449.1, 5.7,重欠点,-,,
403,5,756.5,449.6, 6.0,重欠点,-,,
404,5,745.8,450.1, 7.3,重欠点,-,,
405,5,745.8,450.6, 4.5,重欠点,-,,
406,5,991.1,451.1, 5.7,重欠点,-,,
407,5,767.1,451.5, 8.6,重欠点,-,,
408,5,316.9,452.0, 4.0,重欠点,-,,
409,5,745.8,452.5, 2.7,重欠点,-,,
410,5,745.8,453.0, 2.6,重欠点,-,,
411,5,745.8,453.5, 3.2,重欠点,-,,
412,5,745.8,454.4, 4.5,重欠点,-,,
413,5,724.5,454.9, 6.2,重欠点,-,,
414,5,713.8,455.4, 6.2,重欠点,-,,
415,5,713.8,455.9, 6.2,重欠点,-,,
416,5,370.2,456.4, 3.0,重欠点,-,,
417,5,767.1,456.9, 7.0,重欠点,-,,
418,5,756.5,457.3, 8.5,重欠点,-,,
419,5,756.5,457.8,10.2,重欠点,-,,
420,5,745.8,458.3, 3.9,重欠点,-,,
421,5,788.5,458.8, 6.3,重欠点,-,,
422,5,713.8,459.3, 6.9,重欠点,-,,
423,5,713.8,459.7, 6.9,重欠点,-,,
424,5,735.2,460.2, 3.4,重欠点,-,,
425,5,713.8,460.7, 6.2,重欠点,-,,
426,5,713.8,461.2, 8.1,重欠点,-,,
427,5,713.8,461.7, 9.7,重欠点,-,,
428,5,713.8,462.2, 3.8,重欠点,-,,
429,5,788.5,462.6, 6.6,重欠点,-,,
430,5,713.8,463.1, 8.6,重欠点,-,,
431,5,713.8,463.6,10.0,重欠点,-,,
432,5,767.1,464.1, 2.4,重欠点,-,,
433,5,767.1,464.6, 2.9,重欠点,-,,
434,5,831.1,465.1, 6.1,重欠点,-,,
435,5,767.1,465.5, 8.0,重欠点,-,,
436,5,788.5,466.0, 3.2,重欠点,-,,
437,5,788.5,466.5, 3.5,重欠点,-,,
438,5,756.5,467.0, 6.5,重欠点,-,,
439,5,724.5,467.5, 8.3,重欠点,-,,
440,5,767.1,467.9, 5.4,重欠点,-,,
441,5,745.8,468.4, 3.6,重欠点,-,,
442,5,767.1,725.0, 4.5,重欠点,-,,
443,5,756.5,725.5, 6.5,重欠点,-,,
444,5,316.9,726.0, 4.8,重欠点,-,,
445,5,788.5,726.5, 2.7,重欠点,-,,
446,5,316.9,726.9, 6.8,重欠点,-,,
447,5,788.5,727.4, 4.0,重欠点,-,,
448,5,348.9,727.9, 4.4,重欠点,-,,
449,5,767.1,728.4, 3.6,重欠点,-,,
450,5,316.9,728.9, 6.2,重欠点,-,,
451,5,745.8,729.4, 4.7,重欠点,-,,
452,5,820.5,729.8, 6.1,重欠点,-,,
453,5,799.1,730.3, 7.8,重欠点,-,,
454,5,767.1,730.8, 8.8,重欠点,-,,
455,5,745.8,731.3, 8.8,重欠点,-,,
456,5,799.1,731.8, 2.5,重欠点,-,,
457,5,745.8,732.2, 3.7,重欠点,-,,
458,5,745.8,732.7, 3.6,重欠点,-,,
459,5,745.8,733.2, 3.7,重欠点,-,,
460,5,756.5,733.7, 3.9,重欠点,-,,
461,5,745.8,734.2, 4.6,重欠点,-,,
462,5,745.8,734.7, 5.5,重欠点,-,,
463,5,745.8,735.1, 5.9,重欠点,-,,
464,5,348.9,735.6, 5.5,重欠点,-,,
465,5,745.8,736.1, 4.9,重欠点,-,,
466,5,745.8,736.6, 6.0,重欠点,-,,
467,5,316.9,737.1, 2.5,重欠点,-,,
468,5,756.5,737.6, 4.4,重欠点,-,,
469,5,745.8,738.0, 2.3,重欠点,-,,
470,5,745.8,738.5, 2.6,重欠点,-,,
471,5,745.8,739.0, 3.1,重欠点,-,,
472,5,745.8,739.5, 4.3,重欠点,-,,
473,5,306.3,740.0, 5.1,重欠点,-,,
474,5,745.8,740.4, 3.3,重欠点,-,,
475,5,713.8,740.9, 3.6,重欠点,-,,
476,5,745.8,741.4, 4.4,重欠点,-,,
477,5,735.2,741.9, 7.3,重欠点,-,,
478,5,735.2,742.4, 8.5,重欠点,-,,
479,5,735.2,742.9,10.6,重欠点,-,,
480,5,348.9,743.3, 4.3,重欠点,-,,
481,5,348.9,743.8, 5.2,重欠点,-,,
482,5,466.2,744.3, 6.5,重欠点,-,,
483,5,713.8,744.8, 9.2,重欠点,-,,
484,5,284.9,745.3, 1.9,重欠点,-,,
485,5,284.9,745.7, 1.9,重欠点,-,,
486,5,284.9,746.2, 3.6,重欠点,-,,
487,5,735.2,746.7, 7.3,重欠点,-,,
488,5,713.8,747.2, 3.8,重欠点,-,,
489,5,905.8,747.7, 6.6,重欠点,-,,
490,5,713.8,748.2, 8.6,重欠点,-,,
491,5,735.2,748.6, 9.9,重欠点,-,,
492,5,713.8,749.1, 4.4,重欠点,-,,
493,5,713.8,749.6, 6.2,重欠点,-,,
494,5,713.8,750.1, 7.1,重欠点,-,,
495,5,713.8,750.6, 8.2,重欠点,-,,
496,5,434.2,751.1, 3.4,重欠点,-,,
497,5,820.5,751.5, 3.2,重欠点,-,,
498,5,831.1,752.0, 6.0,重欠点,-,,
499,5,745.8,752.5, 7.9,重欠点,-,,
500,5,777.8,753.0, 3.7,重欠点,-,,
501,5,713.8,753.5, 5.1,重欠点,-,,
502,5,713.8,753.9, 3.8,重欠点,-,,
503,5,713.8,754.4, 4.1,重欠点,-,,
